id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
061001,3789,38,22,237,50,77,2234,39,153,374,65,38,5,239,43,70,579
061002,3280,35,23,270,49,121,1461,76,299,267,142,30,12,415,89,58,825
062003,3054,18,9,351,58,128,1242,48,237,103,117,19,6,321,30,73,822
062004,2287,22,10,214,40,100,931,52,187,157,66,16,7,254,68,28,508
063005,2217,35,27,173,29,92,1124,23,197,356,50,12,2,228,32,49,436
063006,3200,18,9,269,50,124,1439,50,281,285,94,19,7,304,34,43,660
064007,2089,13,8,141,38,73,856,38,146,141,95,26,14,405,241,36,371
064008,3390,30,14,200,39,104,1731,63,365,371,148,23,12,469,214,40,552
069900,829,8,6,29,9,43,338,13,62,92,0,11,7,74,5,15,123
071001,6279,88,52,517,146,136,3332,17,244,358,65,15,9,287,66,291,1260
071002,2950,27,20,207,57,84,1200,20,128,262,48,17,9,373,163,117,719
072003,2140,17,9,179,48,72,993,13,114,232,47,11,4,199,19,74,634
072004,4625,24,14,395,89,124,1904,34,167,343,41,9,3,407,155,156,945
073005,2108,16,11,127,23,44,1164,14,118,259,52,17,5,204,57,36,370
073006,1866,10,4,135,27,73,932,51,189,145,40,15,10,178,31,23,388
074007,2764,19,11,242,52,74,919,35,192,161,33,16,2,351,137,185,672
074008,3564,22,8,342,69,157,1502,48,268,141,90,19,8,330,108,60,805
074009,2557,23,7,224,52,85,1302,30,199,93,50,12,9,194,14,37,625
075010,2622,23,12,222,37,171,1071,35,244,114,111,10,4,231,26,54,715
075011,1671,16,8,104,29,81,700,26,169,86,60,11,3,162,41,32,346
076012,1220,10,7,133,32,51,479,29,115,56,36,12,6,130,23,26,271
076013,1075,6,2,123,34,51,450,17,70,47,10,9,4,117,17,15,280
076014,1068,8,4,137,22,56,339,41,121,25,35,13,8,141,14,22,265
076015,1944,23,16,188,32,67,648,38,102,94,60,22,3,253,57,41,397
079900,1376,20,17,78,13,51,683,16,114,95,1,5,2,42,6,40,187
081001,4525,60,31,470,173,122,1943,20,235,249,101,24,16,402,59,453,1131
081002,9253,98,51,755,270,215,4612,29,439,386,97,30,16,622,117,463,1708
081003,6969,66,38,579,191,179,3184,23,281,612,114,41,23,580,143,443,1664
081004,5072,53,38,486,150,146,2276,15,280,455,92,23,16,535,84,343,1488
081005,2366,23,7,216,55,94,1146,44,275,46,41,23,12,203,15,83,586
082006,2299,33,16,217,48,108,964,34,219,93,65,11,5,213,21,93,685
082007,2553,19,13,241,57,106,1091,33,227,99,126,14,7,288,38,50,643
082008,1836,23,13,221,42,119,544,27,152,39,49,13,6,321,10,51,674
083009,2329,29,19,233,67,79,1175,18,233,69,51,8,0,232,21,27,565
083010,1301,16,5,205,58,87,494,25,96,36,21,13,7,133,8,17,452
084011,869,11,5,81,19,40,361,11,80,32,30,5,3,83,4,11,213
084012,2723,22,13,297,63,131,881,75,206,89,129,14,11,309,15,42,679
089900,1523,27,24,71,26,41,620,16,113,46,0,3,2,75,20,50,189
091001,2481,28,18,194,57,58,1438,21,96,307,31,10,3,181,52,137,772
091002,925,5,1,51,10,33,518,30,91,62,38,2,1,100,15,7,251
091003,1466,13,7,119,17,61,786,44,129,137,43,9,6,139,26,30,310
091004,1398,12,6,121,22,65,599,47,158,97,39,14,5,136,10,33,332
092005,2711,8,3,328,74,91,1158,69,352,167,37,24,11,321,59,82,729
092006,2104,16,10,209,56,59,1008,30,78,162,20,8,4,237,96,47,400
092007,2038,14,9,166,35,74,941,46,126,232,23,9,6,233,52,28,382
092008,924,1,1,127,30,35,353,17,51,77,13,12,4,148,33,23,254
093009,1612,9,6,211,44,74,661,87,117,89,55,16,5,158,20,39,431
093010,1043,5,3,107,20,42,427,22,63,57,28,5,3,115,10,14,253
093011,591,2,1,33,8,19,246,11,35,73,14,13,7,136,64,7,110
093012,186,3,0,21,3,9,72,8,8,9,0,3,3,13,2,2,39
094013,462,2,1,45,5,12,163,9,32,23,29,14,9,54,5,8,109
094014,736,2,1,74,17,20,343,19,51,85,5,8,5,95,16,21,172
094015,671,3,2,100,22,39,167,4,25,47,2,3,0,107,21,22,190
094016,258,1,1,17,7,9,78,4,9,11,5,8,7,45,9,11,49
095017,1201,11,6,130,32,26,534,38,59,173,15,18,3,170,48,15,225
095018,545,0,0,40,5,15,232,14,39,69,14,2,2,79,20,13,74
095019,1681,16,11,196,58,45,726,20,68,141,11,7,2,156,35,60,357
095020,644,3,3,79,24,30,258,15,52,58,36,12,5,87,19,14,176
099900,1201,15,13,84,16,43,400,27,94,76,0,22,19,120,24,20,201
101001,2096,28,17,403,70,103,547,54,70,53,17,27,9,303,78,53,678
101002,4615,52,38,697,167,190,1695,144,325,65,22,49,17,496,65,130,1251
101003,3652,33,19,392,85,118,1500,152,329,100,45,11,6,313,20,70,812
102004,4019,43,25,527,88,167,1580,60,167,92,29,50,23,512,61,110,1291
102005,1615,27,18,243,49,81,538,38,78,75,10,30,9,185,30,41,535
102006,1756,15,9,261,44,80,545,28,53,52,7,21,7,263,79,44,457
103007,2168,17,9,199,36,72,997,42,144,148,76,16,6,179,25,32,386
104008,1232,7,3,112,21,37,507,23,79,97,40,14,7,134,16,18,219
104009,1276,2,2,85,17,39,462,36,85,78,85,9,4,189,56,29,194
109900,1028,15,13,48,11,19,234,21,49,25,0,1,1,82,15,17,111
111001,275,1,0,22,5,5,102,1,12,10,14,5,0,32,6,6,38
111002,1974,11,6,345,62,105,537,52,75,53,17,28,11,251,24,67,632
111003,2047,20,15,321,76,90,825,60,144,88,22,21,5,255,17,25,699
112004,1772,16,8,191,39,63,878,34,131,61,35,7,6,171,13,24,460
112005,2334,18,10,255,45,75,1100,84,214,142,30,9,3,227,33,36,593
113006,2668,21,10,311,57,96,1024,59,172,132,45,24,9,348,57,45,677
113007,4656,66,47,498,111,138,2056,93,246,209,32,38,21,425,87,96,1029
113008,1703,20,7,159,51,36,679,34,62,91,5,10,6,171,44,88,290
114009,3386,32,21,345,89,114,1654,52,104,367,35,15,9,411,90,48,1019
114010,1496,21,17,193,46,76,581,52,109,78,8,11,2,177,48,25,402
114011,2014,12,7,184,41,59,871,55,132,110,50,13,6,251,35,38,492
115012,592,4,3,56,14,18,322,11,49,102,12,7,4,75,27,12,143
115013,1462,6,6,116,26,49,703,36,107,169,73,8,4,126,22,13,285
119900,1106,12,11,47,13,26,305,15,74,39,1,6,3,66,11,11,123
121001,2520,20,13,320,74,119,934,42,171,112,77,23,12,222,24,104,733
121002,3157,34,21,276,65,128,1206,39,270,86,83,11,5,307,116,117,651
122003,2944,26,11,328,72,140,1260,20,235,94,51,14,4,261,63,64,729
122004,4537,11,5,229,75,107,862,16,172,43,40,9,4,129,5,195,485
122005,1748,27,14,161,52,56,808,6,36,58,36,5,2,116,25,30,330
124006,983,7,3,79,21,62,364,23,87,61,43,10,6,120,13,19,205
124007,1800,14,8,101,22,53,858,41,150,261,87,4,1,189,25,44,277
125008,1049,6,2,93,18,42,473,20,94,65,38,6,1,77,7,31,212
125009,2989,32,17,365,84,121,1144,30,132,148,93,16,3,299,74,108,711
126010,836,5,3,84,19,34,285,13,34,17,34,5,2,157,56,21,211
126011,2226,28,16,359,92,118,843,42,172,53,13,29,15,187,7,49,688
126012,881,12,4,130,30,68,237,9,50,19,27,10,4,93,4,23,290
129900,1750,14,12,89,20,44,715,10,103,65,1,3,1,70,9,38,195
