id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
093011,492,2,0,24,6,12,229,15,40,72,15,2,1,76,39,7,53
093012,306,1,0,21,3,11,157,4,78,3,13,2,2,20,0,0,38
094013,492,0,0,45,6,19,194,10,76,24,6,10,2,90,19,5,107
094014,614,4,2,60,4,20,338,20,40,80,6,6,1,62,16,5,153
094015,529,3,0,78,12,24,194,7,23,59,9,3,1,78,14,6,171
094016,216,0,0,14,1,14,95,6,26,6,6,1,0,24,0,1,42
095017,984,9,3,66,17,33,553,29,84,214,14,6,2,122,46,2,160
095018,583,2,2,24,5,20,337,11,140,67,37,2,1,62,13,1,70
095019,1733,9,4,136,30,34,794,15,60,154,10,19,12,142,19,50,313
095020,552,4,2,32,14,29,266,21,72,55,27,8,3,67,9,1,118
099900,1707,24,16,183,33,75,696,36,307,66,0,23,9,327,94,37,419
101001,2266,32,15,371,75,112,779,51,123,87,30,29,11,278,44,31,739
101002,5167,74,26,760,161,177,1958,102,452,144,43,43,15,471,60,70,1356
101003,3900,45,18,355,72,118,1651,147,329,113,37,14,6,398,124,22,801
102004,4063,50,28,678,135,186,1414,44,191,164,23,66,24,547,142,77,1281
102005,1561,25,15,179,30,74,542,18,70,119,14,19,9,213,33,32,437
102006,1833,29,18,267,48,85,637,31,112,100,20,22,3,225,69,31,561
103007,2186,9,4,162,22,63,1200,34,277,185,55,14,7,199,25,17,315
104008,1061,8,3,68,13,35,489,16,164,83,82,6,3,104,22,6,159
104009,1534,9,3,87,15,54,744,40,212,81,112,2,0,152,58,11,180
109900,1372,46,28,212,44,68,416,25,102,38,0,25,4,231,43,27,400
111001,386,2,0,23,3,10,236,4,40,8,35,3,3,27,3,5,49
111002,2182,26,13,327,60,73,802,27,116,97,18,12,7,216,45,64,693
111003,2263,32,8,279,49,61,955,58,115,78,40,17,6,241,29,39,615
112004,1612,13,3,109,19,42,832,24,140,37,44,9,5,187,33,13,319
112005,2514,28,13,195,36,88,1326,68,269,147,66,14,4,294,69,32,699
113006,2481,25,14,250,47,73,1132,73,243,185,44,17,4,308,72,24,595
113007,3937,31,18,339,89,100,1852,60,306,166,51,17,9,343,88,49,803
113008,1579,18,10,106,19,31,685,32,100,136,16,8,3,138,38,45,255
114009,2811,29,12,234,48,62,1349,72,196,275,30,23,14,305,97,56,629
114010,1535,15,5,154,36,48,711,49,139,40,39,20,7,142,31,19,343
114011,1471,25,8,148,30,55,652,46,125,86,49,10,3,191,76,13,375
115012,357,4,3,19,7,7,178,8,44,33,9,17,6,62,13,9,61
115013,1518,10,5,106,24,42,822,60,177,156,67,18,10,193,34,6,339
119900,1556,24,17,144,33,61,542,38,137,30,4,24,10,262,83,35,326
121001,2929,36,13,392,98,166,1179,28,183,157,79,15,10,255,32,119,967
121002,3246,41,14,298,58,124,1363,34,283,169,60,29,13,299,51,141,744
122003,3243,40,15,321,78,156,1295,30,162,111,62,14,9,323,48,90,796
122004,1965,15,4,176,43,80,650,12,168,56,81,9,6,137,16,224,431
122005,1821,22,12,132,35,45,898,11,71,95,19,4,3,149,33,34,291
124006,1359,3,3,93,16,47,659,16,272,77,129,10,4,216,41,24,280
124007,2029,21,7,112,22,46,1174,41,383,264,205,6,1,225,54,17,320
125008,1277,14,6,113,27,48,626,11,93,69,64,15,4,110,13,25,254
125009,3226,43,20,305,60,122,1578,21,273,165,99,13,4,256,64,86,644
126010,1066,14,9,82,21,37,479,5,80,26,36,5,3,108,14,15,213
126011,3352,70,45,447,111,162,1528,34,230,83,42,25,8,301,28,111,1101
126012,1039,11,8,145,23,56,440,3,94,49,25,15,7,109,8,23,361
129900,3265,32,22,164,24,59,1241,21,222,27,2,22,11,211,32,80,371
