id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
052006,6330,50,22,558,133,182,3103,40,288,240,129,17,5,426,47,66,1214
053007,1837,21,9,174,34,63,895,37,153,68,28,18,8,123,16,30,377
053008,1632,11,8,128,27,56,822,22,115,66,19,7,3,162,22,22,341
054009,968,4,4,99,21,47,471,28,64,49,94,8,3,80,3,8,199
059900,0,20,20,34,16,32,0,16,131,21,2,6,5,25,0,22,104
061001,4251,36,20,192,44,61,2660,37,207,383,66,8,5,202,36,26,498
061002,3384,23,9,265,44,128,1627,103,362,266,127,31,21,347,46,62,777
062003,2914,23,12,250,52,112,1259,88,228,111,94,29,9,340,41,79,610
062004,2527,11,5,253,50,79,1228,67,242,262,105,15,8,346,78,36,574
063005,2690,13,10,195,29,83,1423,48,196,490,150,9,2,311,51,37,485
063006,3421,14,8,246,52,101,1971,92,413,308,204,8,3,291,58,42,597
064007,2290,9,1,154,33,78,1149,43,227,156,115,15,6,286,99,30,375
064008,4060,21,16,195,48,84,2454,107,647,466,298,15,4,522,205,43,559
069900,0,12,7,0,0,21,201,16,88,101,3,12,8,0,0,6,53
071001,6640,132,87,527,140,145,3480,32,263,307,86,16,6,349,54,212,1237
071002,3088,26,14,248,59,92,1522,39,196,341,71,13,6,345,48,82,735
072003,2225,20,12,194,39,66,1115,35,162,265,58,10,4,178,31,54,488
072004,5302,24,16,364,68,101,2484,46,199,468,69,17,10,386,116,124,846
073005,2727,13,10,120,18,47,1776,34,211,324,38,10,3,209,68,26,405
073006,2041,24,15,115,25,61,1185,49,227,187,41,14,11,199,42,24,359
074007,2736,19,9,224,64,80,1032,43,178,221,36,24,3,245,47,140,498
074008,3885,27,14,304,56,112,1827,83,333,190,51,12,4,299,92,70,688
074009,2669,23,9,202,42,79,1384,70,241,69,29,12,2,203,46,27,513
075010,2284,19,5,208,46,94,1018,59,233,97,82,19,9,278,49,50,562
075011,1802,14,12,153,28,53,870,50,174,69,130,19,11,188,29,39,373
076012,1187,13,9,123,19,26,570,29,100,120,34,14,6,110,16,26,240
076013,1162,7,2,136,25,49,530,26,80,39,15,8,0,114,6,29,266
076014,1111,8,4,123,16,34,517,63,132,53,93,8,3,120,4,34,254
076015,2037,14,7,224,45,66,928,51,208,122,151,16,6,233,64,69,448
079900,0,32,30,21,6,40,348,36,135,160,2,14,6,0,0,35,128
081001,5101,67,38,563,189,151,2424,29,264,262,102,29,15,451,105,334,1426
081002,9781,114,56,763,243,201,4927,56,386,377,124,33,14,660,107,175,1811
081003,6561,75,42,500,159,165,3365,26,256,486,109,22,12,516,185,154,1346
081004,5452,67,37,500,154,158,2730,56,338,409,132,33,19,503,74,142,1463
081005,2757,17,8,242,60,102,1384,54,276,48,72,17,9,301,23,70,790
082006,2465,33,19,240,58,100,1010,45,256,47,80,30,20,234,27,37,660
082007,2897,22,12,231,57,92,1417,67,307,119,138,17,4,247,37,35,630
082008,1607,11,8,179,50,76,653,50,193,39,98,13,5,197,20,20,423
083009,2730,36,24,175,49,81,1357,36,139,95,43,10,1,418,44,32,593
083010,1293,11,8,162,47,67,545,18,97,56,41,8,4,113,4,21,469
084011,1075,5,0,100,20,42,546,26,117,48,36,5,3,71,5,12,234
084012,3076,24,14,313,74,120,1458,142,323,143,253,14,6,312,23,38,672
089900,642,31,24,58,30,56,495,28,166,46,0,8,4,37,0,37,145
091001,2236,34,20,169,47,43,1292,22,111,319,38,18,10,187,49,71,399
091002,1309,6,4,77,20,19,670,60,119,108,41,4,2,121,35,9,233
091003,1619,12,7,129,39,58,927,54,138,172,83,7,5,148,42,13,370
091004,1471,8,4,110,20,46,782,43,128,169,81,4,2,114,14,15,310
092005,2333,11,8,270,72,76,1105,66,145,233,41,20,12,292,68,45,619
092006,1989,12,8,170,33,39,1073,38,82,167,13,4,2,213,106,32,314
092007,2275,11,4,170,33,51,1280,67,125,305,32,11,4,209,51,19,383
092008,888,4,2,111,16,31,397,30,58,81,15,4,1,113,19,12,248
093009,1635,3,2,160,25,66,823,85,245,79,107,13,9,169,27,16,361
093010,964,4,1,106,27,39,499,28,81,57,52,3,2,71,14,15,194
093011,695,1,1,40,13,23,334,8,52,73,22,3,2,186,143,10,131
093012,215,0,0,19,2,4,115,6,18,6,24,1,1,13,1,1,29
094013,484,1,1,57,10,13,229,20,46,62,12,10,5,62,11,3,111
094014,753,2,1,82,17,26,395,33,55,58,10,9,5,77,7,6,157
094015,672,2,2,113,24,35,221,8,23,72,8,1,1,101,22,14,230
094016,270,0,0,16,3,16,98,12,20,14,8,4,3,47,11,1,57
095017,1294,6,3,120,21,38,671,31,68,255,17,6,3,176,49,19,239
095018,616,5,1,41,8,15,337,11,54,143,32,9,3,61,9,3,84
095019,1629,8,5,138,34,36,748,11,31,161,14,6,2,169,61,41,317
095020,647,5,2,54,6,17,326,15,47,114,43,13,2,82,13,5,135
099900,0,11,9,0,0,27,202,28,126,124,0,11,5,0,0,21,58
101001,2114,26,18,378,63,98,762,62,128,83,22,18,7,299,99,33,679
101002,5262,52,28,747,142,178,2181,146,417,159,30,56,12,585,90,79,1505
101003,4325,46,22,370,70,129,2003,168,446,116,109,37,14,434,71,43,889
102004,4303,21,11,656,113,180,1607,65,262,115,42,34,9,634,175,61,1211
102005,1813,27,19,279,55,93,639,39,115,103,18,33,9,292,68,49,594
102006,1979,21,13,234,37,79,789,58,113,79,36,8,5,289,88,35,562
103007,2055,11,8,152,32,42,1201,37,171,183,167,9,3,172,32,31,326
104008,1145,7,2,100,14,38,538,24,81,98,93,6,2,105,9,3,196
104009,1342,7,5,82,10,42,674,33,103,128,120,2,1,131,45,11,179
109900,0,17,14,7,2,19,0,17,56,24,1,7,2,0,0,12,47
111001,375,0,0,38,13,16,175,5,15,13,17,2,2,31,10,2,67
111002,1848,26,16,272,44,73,675,64,141,89,27,17,5,201,31,55,576
111003,2211,19,11,329,63,80,957,59,151,88,19,18,4,229,26,43,648
112004,1735,7,2,171,29,50,911,31,120,60,67,7,3,136,12,27,350
112005,2746,26,21,203,40,59,1484,119,445,169,86,14,4,265,46,26,558
113006,3432,26,17,278,54,104,1642,140,450,242,95,27,5,360,70,23,702
113007,5177,47,24,489,117,126,2697,93,355,320,95,27,15,394,93,56,1033
113008,2142,15,9,147,35,41,898,56,138,162,15,10,10,129,39,83,291
114009,3371,27,13,286,59,94,1728,49,178,398,65,14,7,417,137,46,755
114010,1406,8,6,139,21,44,617,41,132,87,21,6,1,161,40,24,286
114011,1877,13,9,185,41,68,861,68,179,114,51,13,6,191,49,14,436
115012,441,1,1,24,6,8,290,8,28,82,20,8,6,40,21,7,84
115013,1760,10,7,125,30,57,976,41,152,298,80,7,5,159,32,23,357
119900,0,12,11,0,0,9,215,33,115,71,2,7,2,2,0,0,38
121001,3319,40,17,391,100,159,1350,42,278,149,95,31,17,331,30,96,1064
121002,3568,46,26,297,65,139,1576,44,292,148,88,15,6,311,60,161,810
122003,3464,29,15,315,85,131,1563,34,246,91,50,19,9,307,75,74,769
122004,7115,10,2,266,67,98,1071,31,240,65,39,7,3,173,18,236,546
122005,2190,25,14,208,45,55,1079,8,54,106,30,3,1,183,35,29,466
124006,1083,7,3,90,16,53,463,38,57,69,80,7,3,151,34,36,220
124007,1947,18,8,113,30,45,1066,37,175,264,277,16,4,230,56,56,289
125008,1430,11,4,132,21,69,671,36,98,72,44,7,1,128,14,33,341
125009,3791,41,20,374,93,140,1722,47,213,143,152,22,7,354,119,95,818
126010,1173,13,7,83,24,52,421,14,69,17,35,7,1,245,151,31,231
126011,3147,47,30,371,111,131,1440,41,245,93,28,25,11,284,62,85,908
126012,980,12,7,114,22,54,331,15,97,16,41,18,2,106,10,19,275
129900,0,12,9,97,24,47,1088,17,210,64,0,0,0,0,0,20,193
