id,offences,robbery,street_robbery_purse_snatching,bodily_harm,dangerous_and_grievous_bodily_harm,deprivation_of_liberty_coercion_threat_stalking,theft,motor_vehicle_theft,theft_from_motor_vehicle,bicycle_theft,residential_burglary,fire_offences,arson,damage_to_property,damage_to_property_by_graffiti,narcotics_offences,kieztaten
052004,1678,12,8,209,49,73,751,44,121,84,41,14,3,170,25,25,407
052005,2564,34,17,356,75,149,968,36,159,61,51,26,13,248,37,46,761
052006,6202,54,26,643,182,203,2668,32,204,230,56,20,8,447,52,132,1237
053007,1616,15,9,170,25,63,770,43,144,56,24,9,4,133,19,24,414
053008,1576,17,6,152,34,46,773,34,94,169,31,4,1,129,36,17,417
054009,932,7,3,104,21,58,395,12,61,38,66,9,3,82,2,11,217
059900,742,20,18,67,24,41,379,17,136,46,0,7,5,74,5,23,172
061001,3555,24,15,205,45,60,2151,21,113,298,33,10,0,191,52,50,447
061002,3128,24,10,251,51,134,1442,54,299,300,90,16,5,336,89,69,777
062003,3059,19,4,387,82,175,1167,41,254,130,76,22,12,290,33,84,790
062004,2303,19,8,199,31,94,1034,33,201,163,91,13,4,261,46,38,548
063005,2417,14,7,180,30,86,1135,30,212,344,74,14,5,241,31,55,422
063006,3372,10,3,259,44,110,1763,61,492,351,85,30,11,336,33,45,654
064007,2017,5,3,155,36,48,900,28,218,142,49,28,11,314,148,26,296
064008,3245,15,8,188,44,85,1686,57,430,309,165,17,8,450,184,67,494
069900,572,7,5,38,10,29,355,9,91,85,0,4,1,33,2,26,97
071001,7508,93,57,557,165,154,4512,31,236,296,70,13,6,368,56,299,2374
071002,3211,24,17,245,75,73,1708,24,160,302,62,14,8,227,69,161,1050
072003,2354,17,8,150,41,69,1205,17,107,303,51,3,2,171,38,92,652
072004,5183,26,9,399,91,146,2367,32,222,381,64,17,6,420,137,167,1072
073005,2298,12,7,100,30,47,1442,28,116,290,56,7,3,195,60,26,378
073006,1666,11,3,159,38,61,806,44,123,147,32,11,6,159,21,30,361
074007,2840,10,5,212,46,85,972,26,172,185,21,24,4,282,95,191,560
074008,3637,31,13,279,65,95,1605,41,260,220,77,16,2,344,127,127,697
074009,2296,16,6,164,42,82,1165,38,221,101,36,11,5,188,19,41,470
075010,2416,20,12,220,41,75,1045,25,230,102,79,20,8,271,44,48,576
075011,1675,7,4,142,35,56,704,32,186,84,40,11,5,178,31,34,320
076012,1263,11,5,101,25,35,557,8,137,61,34,12,5,107,23,41,252
076013,1136,11,7,111,23,52,502,16,89,29,18,8,4,104,23,20,273
076014,1065,10,8,119,16,35,445,20,187,30,46,4,1,103,9,20,244
076015,1967,15,5,233,45,78,702,18,120,69,60,15,7,264,66,56,452
079900,1065,22,17,81,17,48,697,19,128,108,0,2,1,60,6,33,196
081001,4701,80,46,503,173,120,2264,36,363,229,86,35,21,400,53,371,1243
081002,8861,106,56,730,222,184,4508,49,526,376,67,34,16,621,87,334,1566
081003,6123,53,28,584,210,136,2886,28,362,401,69,21,10,492,169,332,1355
081004,4846,33,18,533,144,198,2085,33,299,318,88,23,10,516,102,237,1361
081005,2607,25,7,260,74,103,1124,35,284,45,42,24,9,368,19,88,621
082006,2530,44,29,234,58,110,1037,41,269,83,57,19,7,240,28,61,679
082007,2228,26,12,206,39,93,1034,34,260,98,75,15,11,274,62,33,514
082008,1625,16,7,201,41,101,566,32,169,36,42,16,9,194,27,34,487
083009,2177,39,24,236,61,67,1206,30,157,55,48,9,2,201,18,25,677
083010,1467,16,8,163,34,82,672,22,86,46,19,5,1,136,8,23,581
084011,883,10,6,78,14,43,444,24,111,35,14,8,4,58,4,11,181
084012,2542,33,22,218,49,98,1097,77,299,88,127,26,8,310,51,32,573
089900,1091,24,23,84,34,44,639,11,150,39,2,6,2,60,7,52,202
091001,2281,31,21,155,32,43,1305,14,100,290,21,6,1,182,63,77,496
091002,920,16,8,67,15,25,412,21,98,76,17,4,4,96,23,15,195
091003,1634,12,2,140,32,70,831,27,130,118,77,11,9,167,25,22,384
091004,1491,5,3,143,22,79,592,39,144,102,29,24,5,172,24,22,366
092005,2462,16,8,355,78,105,892,61,209,115,26,18,7,270,53,81,689
092006,2346,31,18,207,37,62,1100,29,93,127,17,7,6,203,107,105,354
092007,2321,19,9,189,44,54,1185,37,152,233,35,8,4,247,86,46,403
092008,865,9,3,112,21,40,324,15,57,76,13,6,2,114,29,35,227
093009,1639,10,7,180,28,72,675,56,144,101,69,10,2,182,36,34,398
093010,1014,7,4,119,16,33,432,31,59,50,36,9,3,89,13,7,208
093011,609,3,1,29,5,14,268,7,48,87,16,8,3,117,79,5,86
093012,184,0,0,17,1,3,74,3,15,12,8,4,2,21,2,3,37
094013,510,0,0,41,6,18,192,10,39,34,34,18,2,72,7,5,110
094014,726,4,2,73,13,37,333,18,82,56,8,4,3,93,12,13,181
094015,666,2,1,118,29,28,205,6,23,59,1,3,1,93,18,21,201
094016,234,2,1,20,4,9,84,5,30,13,9,4,4,25,6,5,44
095017,1221,6,5,108,28,30,583,29,49,212,13,8,5,158,39,10,234
095018,567,2,0,31,7,15,264,6,52,95,24,4,3,50,9,10,63
095019,1475,9,5,143,49,36,659,10,54,116,8,3,1,146,27,31,282
095020,636,13,9,67,10,23,256,10,41,76,35,6,1,93,12,13,167
099900,968,19,18,86,23,57,479,32,116,91,0,11,7,83,17,14,212
101001,2001,26,20,382,65,76,655,54,99,94,18,19,3,309,84,53,648
101002,4589,39,22,688,142,195,1679,135,252,98,46,50,15,469,65,97,1283
101003,3877,16,8,324,53,132,1378,143,290,85,43,26,7,349,53,57,723
102004,4037,26,14,561,104,201,1342,70,133,100,35,59,25,541,114,110,1091
102005,1664,14,9,278,45,87,489,35,71,67,8,19,6,231,40,51,512
102006,2155,16,7,367,86,104,652,33,78,98,22,31,8,328,99,52,633
103007,2126,12,6,149,30,64,1045,39,133,184,98,21,6,190,41,27,325
104008,1155,4,2,116,13,39,429,15,95,111,31,11,2,163,16,17,275
104009,1292,6,3,113,19,44,568,18,137,134,68,1,1,162,48,13,238
109900,766,9,9,82,16,26,219,15,36,47,1,6,1,80,15,8,153
111001,258,4,3,34,6,10,105,4,7,13,27,6,2,33,5,2,64
111002,2151,17,7,284,56,91,780,53,122,68,26,23,9,243,16,79,669
111003,2227,24,16,352,77,82,930,50,179,105,29,17,5,267,29,44,701
112004,1656,8,2,208,50,76,692,26,94,43,42,12,7,197,70,32,367
112005,2149,11,6,249,47,72,936,103,218,117,51,15,8,232,47,31,515
113006,3008,13,8,323,79,115,1143,75,232,162,48,20,6,307,46,45,660
113007,4605,32,20,465,111,110,2260,67,270,248,40,27,11,349,84,79,981
113008,2334,11,6,171,42,34,803,22,89,101,14,6,4,181,64,85,332
114009,3568,29,17,352,75,110,1639,49,164,340,69,19,6,397,128,58,773
114010,1315,10,7,173,34,51,513,53,80,70,20,18,5,136,31,26,327
114011,1865,14,9,161,29,66,806,45,140,141,22,9,5,200,43,17,389
115012,499,3,3,28,10,16,301,13,32,109,12,2,2,40,16,14,86
115013,1544,6,4,98,25,53,741,43,77,214,66,16,5,146,27,18,273
119900,425,3,2,37,10,14,325,18,82,74,2,10,0,37,0,13,93
121001,2598,32,12,341,74,128,897,41,172,110,62,18,9,242,40,63,754
121002,3408,36,15,285,58,142,1415,52,290,120,67,14,3,303,80,135,681
122003,3287,26,14,404,96,142,1260,22,230,73,46,18,7,274,28,81,749
122004,5143,13,6,289,77,114,872,30,215,46,37,12,6,178,6,211,577
122005,1990,19,8,193,50,65,951,5,59,64,28,4,1,174,40,35,364
124006,1032,7,3,96,19,46,405,14,106,52,67,4,2,94,13,32,199
124007,2082,13,3,136,29,57,989,52,347,187,160,13,7,203,31,32,338
125008,1139,6,3,94,21,50,505,28,120,59,55,4,3,136,32,18,267
125009,3075,25,11,375,98,144,1167,35,168,132,97,11,3,311,83,95,765
126010,866,5,2,100,21,51,299,7,54,24,19,2,0,107,29,18,202
126011,2219,35,19,338,67,135,859,49,176,51,14,23,5,179,12,71,641
126012,908,9,3,128,34,49,275,27,81,18,20,7,3,90,3,24,279
129900,1516,12,10,99,21,37,736,12,137,52,1,5,2,62,2,33,210
